objectid,filename,youtubeid,vimeoid,title,format,description,creator,recipient,date,item_information,subject,location,latitude,longitude,source,identifier,rights,rightsstatement,type,culture
coll196,196,,,"Nōsatsu, Shōki (Chinese, Zhong Kui) the Demon Queller",image/jpg,"Nosatsu of Kanda Festival Float featuring Shôki (Zhong Kui), paired with Advertisement for Kikujudô Print Shop",Unknown,,"Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Shōki,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.1385,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll197,197,,,Nōsatsu,image/jpg,,Unknown,,"Edo (Tokugawa)-Taishô period, 19th-early 20th century",single-page; nôsatsu print,Shōki,Japan,35.6762,139.6503,"Gift of Frederick Starr Estate, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",1964:3.23.1046,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll198,198,,,"Votive slip folio 16 verso 1, 769.952.C685 v.36",image/jpg,"Single-unit votive slip, black ink on blank paper, no background colors. Appears partially wrapped in second type of paper, tied with red band around center. A black border creates a perimeter smaller than the cut of votive slip. Within, black text in upper third frames image of object below. Object has octagonal base with text on each side, above which leaves or flower petals frame the shape of a leaf with a large image of a skull below two symbols, the top is a buddha head.",Unknown,,Unknown,single-page; print,Skulls,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v36_0033a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll199,199,,,"Votive slip folio 22 verso 4, 769.952.C685 v.28",image/jpg,Two-unit votive slip with black border. Image of courtesan with elaborate kimono depicting mythological story. She reacts to monk in black robe carrying a stick with a human skull at the end. Orange background with greenery near courtesan at right edge. White block with black text in upper left corner.,Unknown,,Unknown,single-page; print,Skulls,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v28_0045d,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll200,200,,,"Votive slip folio 10 verso 4, 769.952.C685 v.12",image/jpg,"Single-unit votive slip with double black border. Top has three white slips with black text against tripartite background of black, green, and brown. Below is male dressed in black wielding sword overhead.",Unknown,,Unknown,single-page; print,Skulls,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v12_0021d,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll201,201,,,"Votive slip folio 10 verso 2, 769.952.C685 v.12",image/jpg,"Single-unit votive slip with double black border. Top has three white slips with black text against tripartite background of black, green, and brown. Below is male holding a sword with skull ornament tied to gold hilt.",Unknown,,Unknown,single-page; print,Skulls,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v12_0021b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll202,202,,,"Votive slip folio 10 verso 1, 769.952.C685 v.12",image/jpg,"Single-unit votive slip with double black border. Top has three white slips with black text against tripartite background of black, green, and brown. Below is male figure in purple holding a yellow archery bow.",Unknown,,Unknown,single-page; print,Skulls,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v12_0021a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll203,203,,,"Votive slip folio 9 recto 6, 769.952.C685 v.12",image/jpg,"Single-unit votive slip with double black border. Top has three white slips with black text against tripartite background of black, green, and brown. Below are children watching dancing skeleton puppets.",Unknown,,Unknown,single-page; print,Skulls,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v12_0020f,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll204,204,,,"Votive slip folio 9 recto 5, 769.952.C685 v.12",image/jpg,"Single-unit votive slip with double black border. Top has three white slips with black text against tripartite background of black, green, and brown. Below are two figures with human bodies and animal heads against yellow background framed by red maple leaves above and tall grass below. The figure at the bottom of the slip is dressed in an olive green kimono with white patterning and red belt, and has a rabbit head; the figure above wears a short light blue and white patterned kimono and has a fox head - masks?",Unknown,,Unknown,single-page; print,Skulls,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v12_0020e,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll205,205,,,"Votive slip folio 9 recto 4, 769.952.C685 v.12",image/jpg,"Single-unit votive slip with double black border. Top has three white slips with black text against tripartite background of black, green, and brown. Below is figure looking into a full body mirror in which a skeleton dressed in red is reflected back.",Unknown,,Unknown,single-page; print,Skulls,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v12_0020d,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll206,206,,,"Votive slip folio 9 recto 3, 769.952.C685 v.12",image/jpg,"Single-unit votive slip with double black border. Top has three white slips with black text against tripartite background of black, green, and brown. Below is male in multicolored kimonos. Skeleton design on background.",Unknown,,Unknown,single-page; print,Skulls,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v12_0020c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
